"Year","Continent ID","Continent","Country ID","Country","Trade Value"
2021,"af","Africa","afago","Angola",7714903
2021,"af","Africa","afbdi","Burundi",13104
2021,"af","Africa","afben","Benin",183617
2021,"af","Africa","afbfa","Burkina Faso",382093
2021,"af","Africa","afbwa","Botswana",593505
2021,"af","Africa","afcaf","Central African Republic",20633
2021,"af","Africa","afciv","Cote d'Ivoire",421479
2021,"af","Africa","afcmr","Cameroon",2787150
2021,"af","Africa","afcod","Democratic Republic of the Congo",410769
2021,"af","Africa","afcog","Republic of the Congo",2109015
2021,"af","Africa","afcom","Comoros",2534.0000000000005
2021,"af","Africa","afcpv","Cape Verde",258128.99999999997
2021,"af","Africa","afdji","Djibouti",187355
2021,"af","Africa","afdza","Algeria",207407
2021,"af","Africa","afegy","Egypt",14721450
2021,"af","Africa","aferi","Eritrea",27609
2021,"af","Africa","afeth","Ethiopia",26717830
2021,"af","Africa","afgab","Gabon",211531
2021,"af","Africa","afgha","Ghana",402430
2021,"af","Africa","afgin","Guinea",367915
2021,"af","Africa","afgmb","Gambia",17716
2021,"af","Africa","afgnq","Equatorial Guinea",30650
2021,"af","Africa","afken","Kenya",1631686
2021,"af","Africa","aflbr","Liberia",141796
2021,"af","Africa","aflby","Libya",15302.999999999998
2021,"af","Africa","aflso","Lesotho",2572021
2021,"af","Africa","afmar","Morocco",211409070
2021,"af","Africa","afmdg","Madagascar",274651
2021,"af","Africa","afmli","Mali",1119558
2021,"af","Africa","afmoz","Mozambique",2579625
2021,"af","Africa","afmrt","Mauritania",121269
2021,"af","Africa","afmus","Mauritius",1536214
2021,"af","Africa","afmwi","Malawi",11796
2021,"af","Africa","afnam","Namibia",994723
2021,"af","Africa","afner","Niger",4696058
2021,"af","Africa","afnga","Nigeria",1986600
2021,"af","Africa","afrwa","Rwanda",421695
2021,"af","Africa","afsen","Senegal",1651862
2021,"af","Africa","afshn","Saint Helena",197668
2021,"af","Africa","afsle","Sierra Leone",6426622
2021,"af","Africa","afsom","Somalia",50650
2021,"af","Africa","afssd","South Sudan",12409
2021,"af","Africa","afstp","Sao Tome and Principe",376534
2021,"af","Africa","afswz","Eswatini",1321361
2021,"af","Africa","afsyc","Seychelles",970711
2021,"af","Africa","aftcd","Chad",265517
2021,"af","Africa","aftgo","Togo",58666
2021,"af","Africa","aftun","Tunisia",131255664
2021,"af","Africa","aftza","Tanzania",2416607
2021,"af","Africa","afuga","Uganda",240366
2021,"af","Africa","afzaf","South Africa",621758304
2021,"af","Africa","afzmb","Zambia",505026
2021,"af","Africa","afzwe","Zimbabwe",29341
2021,"as","Asia","asafg","Afghanistan",1324107
2021,"as","Asia","asare","United Arab Emirates",677203186
2021,"as","Asia","asarm","Armenia",2166097
2021,"as","Asia","asaze","Azerbaijan",7484922
2021,"as","Asia","asbgd","Bangladesh",6944801
2021,"as","Asia","asbhr","Bahrain",2316947
2021,"as","Asia","asbrn","Brunei",1875447
2021,"as","Asia","asbtn","Bhutan",38830
2021,"as","Asia","ascck","Cocos (Keeling) Islands",690056
2021,"as","Asia","aschn","China",246611550827
2021,"as","Asia","ascxr","Christmas Island",155346
2021,"as","Asia","ascyp","Cyprus",52051602
2021,"as","Asia","asgeo","Georgia",2862195
2021,"as","Asia","ashkg","Hong Kong",619337118
2021,"as","Asia","asidn","Indonesia",3333262732
2021,"as","Asia","asind","India",8544965388
2021,"as","Asia","asiot","British Indian Ocean Territory",57240
