"Year","Continent ID","Continent","Country ID","Country","Trade Value"
2021,"af","Africa","afcmr","Cameroon",14887
2021,"af","Africa","afegy","Egypt",5659
2021,"af","Africa","afgha","Ghana",14540.999999999998
2021,"af","Africa","afgmb","Gambia",11169
2021,"af","Africa","afken","Kenya",6404
2021,"af","Africa","afmdg","Madagascar",173002
2021,"af","Africa","afmoz","Mozambique",789871
2021,"af","Africa","afmus","Mauritius",2293508
2021,"af","Africa","afnam","Namibia",659585
2021,"af","Africa","afshn","Saint Helena",688493
2021,"af","Africa","afsle","Sierra Leone",18612.000000000004
2021,"af","Africa","afsyc","Seychelles",1617138
2021,"af","Africa","aftza","Tanzania",23899
2021,"af","Africa","afuga","Uganda",2043330
2021,"af","Africa","afzaf","South Africa",4576415
2021,"af","Africa","afzmb","Zambia",5137
2021,"as","Asia","asare","United Arab Emirates",370453
2021,"as","Asia","asbgd","Bangladesh",1124949
2021,"as","Asia","aschn","China",828315952
2021,"as","Asia","ascyp","Cyprus",121024
2021,"as","Asia","ashkg","Hong Kong",325536
2021,"as","Asia","asidn","Indonesia",296060163
2021,"as","Asia","asind","India",13787515.000000002
2021,"as","Asia","asjpn","Japan",152498631
2021,"as","Asia","askaz","Kazakhstan",3837897.9999999995
2021,"as","Asia","askor","South Korea",21916749.999999996
2021,"as","Asia","aslka","Sri Lanka",719217
2021,"as","Asia","asmdv","Maldives",531486
2021,"as","Asia","asmmr","Burma",227505
2021,"as","Asia","asmys","Malaysia",5137314.000000001
2021,"as","Asia","asomn","Oman",924123.0000000001
2021,"as","Asia","aspak","Pakistan",86626
2021,"as","Asia","asphl","Philippines",7089784
2021,"as","Asia","assgp","Singapore",6054184
2021,"as","Asia","astha","Thailand",35790885
2021,"as","Asia","astur","Turkey",16456038
2021,"as","Asia","asvnm","Vietnam",641573012
2021,"as","Asia","asxxb","Chinese Taipei",63583408.00000001
2021,"eu","Europe","eubel","Belgium",4731
2021,"eu","Europe","eudeu","Germany",75780255
2021,"eu","Europe","eudnk","Denmark",134107798
2021,"eu","Europe","euesp","Spain",9885956
2021,"eu","Europe","euest","Estonia",1169941
2021,"eu","Europe","eufra","France",457674
2021,"eu","Europe","eugbr","United Kingdom",23421444.999999996
2021,"eu","Europe","eugrc","Greece",968168
2021,"eu","Europe","euhrv","Croatia",292895
2021,"eu","Europe","euirl","Ireland",702656
2021,"eu","Europe","euisl","Iceland",175447615
2021,"eu","Europe","euita","Italy",82766
2021,"eu","Europe","eultu","Lithuania",29680
2021,"eu","Europe","eulva","Latvia",6680408.999999999
2021,"eu","Europe","eumlt","Malta",84214
2021,"eu","Europe","eunld","Netherlands",110033949
2021,"eu","Europe","eunor","Norway",651421414
2021,"eu","Europe","eupol","Poland",28235678
2021,"eu","Europe","euprt","Portugal",1481264
2021,"eu","Europe","eurus","Russia",27118308
2021,"eu","Europe","euswe","Sweden",1502714
2021,"eu","Europe","euukr","Ukraine",8614808
2021,"na","North America","nabmu","Bermuda",2411
2021,"na","North America","nabrb","Barbados",7650
2021,"na","North America","nacan","Canada",341795258
2021,"na","North America","nacri","Costa Rica",36793666
2021,"na","North America","nadom","Dominican Republic",413
2021,"na","North America","nagrd","Grenada",148614
2021,"na","North America","nagrl","Greenland",2245940
2021,"na","North America","nagtm","Guatemala",1512236
2021,"na","North America","nahnd","Honduras",64881942
2021,"na","North America","najam","Jamaica",2551
2021,"na","North America","namex","Mexico",42383401
2021,"na","North America","nanic","Nicaragua",4549083
2021,"na","North America","napan","Panama",7776779.000000001
2021,"na","North America","natto","Trinidad and Tobago",105277
2021,"oc","Oceania","ocaus","Australia",5971077
2021,"oc","Oceania","ocfji","Fiji",2764820
2021,"oc","Oceania","ockir","Kiribati",861151.0000000001
2021,"oc","Oceania","ocmhl","Marshall Islands",4280223
2021,"oc","Oceania","ocnzl","New Zealand",56828105
2021,"oc","Oceania","ocpyf","French Polynesia",145914
2021,"oc","Oceania","octon","Tonga",10711
2021,"sa","South America","saarg","Argentina",35523261
2021,"sa","South America","sabra","Brazil",12441103
2021,"sa","South America","sachl","Chile",2183359656
2021,"sa","South America","sacol","Colombia",53227782
2021,"sa","South America","saecu","Ecuador",101154211
2021,"sa","South America","saflk","Falkland Islands",246525
2021,"sa","South America","saguy","Guyana",294461
2021,"sa","South America","saper","Peru",101530514
2021,"sa","South America","sasur","Suriname",8874802
2021,"sa","South America","saury","Uruguay",353229
2021,"sa","South America","saven","Venezuela",3923093
